region,provincia,comune,PRO_COM2011,data_elezioni,elettori,votanti,voti_non_validi,schede_bianche,totalevotilista,totaleseggi,DCtotalevoti,DCtotaleseggi,PSItotalevoti,PSItotaleseggi,PCItotalevoti,PCItotaleseggi,OtherParties_voti,OtherParties_seggi
Puglia,Lecce,Miggiano,75046,10/06/1951,1470,1315,,,1290,15,352,0,0,0,0,0,938,15
Puglia,Lecce,Minervino di Lecce,75047,10/06/1951,2711,2394,,,2157,20,0,0,0,0,0,0,2157,20
Puglia,Taranto,Monteiasi,73016,10/06/1951,1926,1832,,,1731,20,950,16,0,0,0,0,781,4
Puglia,Foggia,Monteleone di Puglia,71032,25/05/1952,2981,2571,,,2469,20,0,0,0,0,0,0,2469,20
Puglia,Taranto,Montemesola,73017,30/11/1952,2018,1819,,,1743,20,933,16,0,0,0,0,810,4
Puglia,Taranto,Monteparano,73018,10/06/1951,1465,1392,,,863,15,364,12,0,0,0,0,499,3
Puglia,Lecce,Monteroni di Lecce,75048,10/06/1951,5268,4858,,,4244,20,0,0,0,0,0,0,4244,20
Puglia,Lecce,Montesano Salentino,75049,25/05/1952,1014,970,,,946,15,634,12,0,0,0,0,312,3
Puglia,Lecce,Morciano di Leuca,75050,26/10/1952,1964,1722,,,1682,20,925,16,0,0,0,0,757,4
Puglia,Foggia,Motta Montecorvino,71034,25/05/1952,1581,1471,,,1192,15,0,0,0,0,0,0,1192,15
Puglia,Lecce,Muro Leccese,75051,10/06/1951,2799,2560,,,2377,20,815,4,0,0,0,0,1562,16
Puglia,Lecce,Neviano,75053,10/06/1951,3076,2673,,,2492,20,1445,16,0,0,0,0,1047,4
Puglia,Lecce,Nociglia,75054,10/06/1951,3836,3564,,,3651,20,647,5,0,0,0,0,3004,15
Puglia,Lecce,Novoli,75055,10/06/1951,5754,5220,,,4831,20,1540,4,0,0,0,0,3291,16
Puglia,Foggia,Orsara di Puglia,71035,23/05/1954,4281,3983,,,3904,20,0,0,0,0,0,0,3904,20
Puglia,Lecce,Ortelle,75056,10/06/1951,1529,1372,,,1303,15,944,12,0,0,0,0,359,3
Puglia,Lecce,Otranto,75057,10/06/1951,1905,1728,,,1670,20,0,0,0,0,0,0,1670,20
Puglia,Taranto,Palagianello,73020,10/06/1951,2602,2453,,,2314,20,0,0,0,0,0,0,2314,20
Puglia,Taranto,Palagiano,73021,25/05/1952,3699,3507,,,3420,20,2046,16,0,0,0,0,1374,4
Puglia,Lecce,Palmariggi,75058,10/06/1951,767,699,,,589,15,0,0,0,0,0,0,589,15
Puglia,Foggia,Panni,71037,25/05/1952,2607,2253,,,2165,20,1151,16,0,0,0,0,1014,4
Puglia,Lecce,Parabita,75059,10/06/1951,4734,4392,,,4032,20,1611,16,0,0,0,0,2421,4
Puglia,Lecce,Patu,75060,10/06/1951,916,868,,,823,15,0,0,0,0,0,0,823,15
Puglia,Foggia,Peschici,71038,25/05/1952,2381,2139,,,2003,20,0,0,0,0,0,0,2003,20
Puglia,Foggia,Pietramontecorvino,71039,25/05/1952,2961,2684,,,2529,20,0,0,0,0,0,0,2529,20
Puglia,Lecce,Poggiardo,75061,10/06/1951,3019,2757,,,2467,20,1002,4,0,0,0,0,1465,16
Puglia,Foggia,Poggio Imperiale,71040,25/05/1952,2101,1980,,,1914,20,669,4,0,0,0,0,1245,16
Puglia,Taranto,Pulsano,73022,10/06/1951,3359,3048,,,2879,20,0,0,0,0,0,0,2879,20
Puglia,Foggia,Rignano Garganico,71041,25/05/1952,1768,1662,,,1622,20,0,0,0,0,0,0,1622,20
Puglia,Taranto,Roccaforzata,73023,10/06/1951,805,761,,,712,15,0,0,0,0,0,0,712,15
Puglia,Foggia,Rocchetta Sant'Antonio,71042,25/05/1952,3201,2908,,,2818,20,0,0,0,0,0,0,2818,20
Puglia,Foggia,Rodi Garganico,71043,25/05/1952,3339,2949,,,2845,20,0,0,0,0,0,0,2845,20
Puglia,Foggia,Roseto Valfortore,71044,25/05/1952,3027,2566,,,2246,20,1071,16,0,0,0,0,1175,4
Puglia,Lecce,Ruffano,75064,10/06/1951,4432,3748,,,3450,20,0,0,0,0,0,0,3450,20
Puglia,Lecce,Salice Salentino,75065,10/06/1951,3869,3615,,,3374,20,782,0,0,0,0,0,2592,20
Puglia,Lecce,Salve,75066,10/06/1951,2506,2301,,,2170,20,1003,4,0,0,0,0,1167,16
Puglia,Bari,Sammichele di Bari,72039,23/05/1954,4322,4049,,,3956,20,0,0,0,0,0,0,3956,20
Puglia,Lecce,San Cesario di Lecce,75068,10/06/1951,4102,3651,,,3146,20,0,0,0,0,0,0,3146,20
Puglia,Brindisi,San Donaci,74013,10/06/1951,3137,3042,,,2993,20,1350,4,0,0,0,0,1643,16
Puglia,Lecce,San Donato di Lecce,75069,10/06/1951,2565,2399,,,2254,20,1156,16,0,0,0,0,1098,4
Puglia,Taranto,San Giorgio Ionico,73024,10/06/1951,3841,3628,,,3449,20,0,0,0,0,0,0,3449,20
Puglia,Foggia,San Marco la Catola,71048,25/05/1952,2353,1979,,,1820,20,680,4,0,0,0,0,1140,16
Puglia,Taranto,San Marzano di San Giuseppe,73025,10/06/1951,2878,2691,,,2542,20,0,0,0,0,0,0,2542,20
Puglia,Brindisi,San Michele Salentino,74014,10/06/1951,3219,2823,,,2640,20,0,0,0,0,0,0,2640,20
Puglia,Brindisi,San Pancrazio Salentino,74015,10/06/1951,4126,3946,,,3783,20,915,0,0,0,0,0,2868,20
Puglia,Foggia,San Paolo di Civitate,71050,25/05/1952,3777,3501,,,3366,20,777,4,0,0,0,0,2589,16
Puglia,Lecce,San Pietro in Lama,75071,10/06/1951,2491,2360,,,2253,20,705,4,0,0,0,0,1548,16
Puglia,Lecce,Sanarica,75067,10/06/1951,846,768,,,706,15,0,0,0,0,0,0,706,15
Puglia,Lecce,Sannicola,75070,10/06/1951,3968,3633,,,2946,20,1305,16,0,0,0,0,1641,4
Puglia,Foggia,Sant'Agata di Puglia,71052,25/05/1952,4273,3938,,,3813,20,0,0,0,0,0,0,3813,20
Puglia,Lecce,Santa Cesarea Terme,75072,10/06/1951,1518,1411,,,1301,15,952,10,0,0,0,0,349,5
Puglia,Lecce,Scorrano,75073,10/06/1951,2364,2271,,,2196,20,1344,16,0,0,0,0,852,4
Puglia,Lecce,Secli,75074,26/10/1952,826,719,,,697,15,407,12,0,0,0,0,290,3
Puglia,Foggia,Serracapriola,71053,23/05/1954,5258,4823,,,4744,20,2346,16,0,0,0,0,2398,4
Puglia,Lecce,Sogliano Cavour,75075,10/06/1951,2056,1914,,,1792,20,0,0,0,0,0,0,1792,20
Puglia,Lecce,Solato,75076,10/06/1951,2838,2636,,,2414,20,578,0,0,0,0,0,1836,20
Puglia,Lecce,Specchia,75077,10/06/1951,2534,2228,,,2114,20,1009,4,0,0,0,0,1105,16
Puglia,Lecce,Spongano,75078,10/06/1951,1972,1625,,,1396,20,802,16,0,0,0,0,594,4
Puglia,Lecce,Sternatia,75080,10/06/1951,1527,1430,,,1255,15,0,0,0,0,0,0,1255,15
Puglia,Foggia,Stornara,71054,25/05/1952,1853,1742,,,1664,20,0,0,0,0,0,0,1664,20
Puglia,Foggia,Stornarella,71055,25/05/1952,1807,1709,,,1614,20,0,0,0,0,0,0,1614,20
Puglia,Lecce,Supersano,75081,10/06/1951,2015,1948,,,1888,20,1034,16,0,0,0,0,854,4
Puglia,Lecce,Surbo,75083,10/06/1951,3433,3138,,,2627,20,616,4,0,0,0,0,2011,16
Puglia,Lecce,Taurisano,75084,10/06/1951,3531,3081,,,2775,20,865,4,0,0,0,0,1910,16
Puglia,Lecce,Taviano,75085,10/06/1951,4648,4071,,,3965,20,1796,4,0,0,0,0,2169,16
Puglia,Lecce,Tiggiano,75086,10/06/1951,879,776,,,634,15,394,12,0,0,0,0,240,3
Puglia,Brindisi,Torch iarolo,74018,10/06/1951,1921,1850,,,1802,20,0,0,0,0,0,0,1802,20
Puglia,Brindisi,Torre Santa Susanna,74019,10/06/1951,4231,4016,,,3348,20,1455,4,0,0,0,0,1893,16
Puglia,Lecce,Tuglie,75089,10/06/1951,3892,3421,,,3212,20,749,0,0,0,0,0,2463,20
Puglia,Lecce,Ugento,75090,26/10/1952,4320,3904,,,3761,20,1677,15,0,0,0,0,2084,5
Puglia,Lecce,Uggiano la Chiesa,75091,10/06/1951,2359,2131,,,1496,20,367,1,0,0,0,0,1129,19
Puglia,Lecce,Vernole,75093,10/06/1951,3458,2099,,,1613,20,1135,16,0,0,0,0,478,4
Puglia,Foggia,Vico del Gargano,71059,25/05/1952,5521,4971,,,4653,20,0,0,0,0,0,0,4653,4
Puglia,Brindisi,Villa Castelli,74020,10/06/1951,2928,2729,,,2599,20,1080,4,0,0,0,0,1519,16
Puglia,Foggia,Volturara Appula,71061,25/05/1952,1316,1100,,,867,15,318,3,0,0,0,0,549,12
Puglia,Foggia,Volturino,71062,25/05/1952,2550,2361,,,2246,20,1000,4,0,0,0,0,1246,16
Puglia,Lecce,Zollino,75094,10/06/1951,1221,1160,,,1112,15,614,12,0,0,0,0,498,3
Puglia,Lecce,Carciano,75014,25/05/1952,4387,4189,,,3761,20,0,0,0,0,0,0,3761,20
Puglia,Brindisi,Brindisi,74001,27/05/1956,33156,30272,,,29572,40,9891,15,0,0,0,0,18837,25
Puglia,Foggia,Foggia,71024,27/05/1956,56031,49548,,,47854,40,15068,13,0,0,0,0,32786,27
Puglia,Taranto,Taranto,73027,27/05/1956,100384,89535,,,87078,50,31005,19,0,0,0,0,53356,31
Puglia,Bari,Alberobello,72003,27/05/1956,5668,5290,,,5092,20,0,0,0,0,0,0,5092,20
Puglia,Foggia,Alberona,71002,27/05/1956,2088,1774,,,1647,20,931,16,0,0,0,0,716,4
Puglia,Lecce,Alessano,75002,27/05/1956,3646,3226,,,3100,20,1427,16,0,0,0,0,1673,4
Puglia,Lecce,Alezio,75003,27/05/1956,3722,3249,,,3141,20,1625,16,0,0,0,0,1516,4
Puglia,Lecce,Alliste,75004,27/05/1956,3192,2797,,,2696,20,334,4,0,0,0,0,2362,16
Puglia,Lecce,Andrano,75005,27/05/1956,2406,2218,,,2133,20,1037,5,0,0,0,0,1096,15
Puglia,Lecce,Aradeo,75006,27/05/1956,4352,3888,,,3844,20,931,4,0,0,0,0,2913,16
Puglia,Lecce,Arnesano,75007,27/05/1956,2193,2089,,,2013,20,1248,16,0,0,0,0,765,4
Puglia,Taranto,Avetrana,73001,27/05/1956,2841,2741,,,2703,20,1217,4,0,0,0,0,1486,16
Puglia,Lecce,Bagnolo Del Salento,75008,27/05/1956,1037,977,,,960,15,498,12,0,0,0,0,462,3
Puglia,Bari,Bitetto,72010,27/05/1956,3806,3610,,,3490,20,2107,16,0,0,0,0,1383,4
Puglia,Bari,Bitritto,72012,27/05/1956,2875,2668,,,2539,20,0,0,0,0,0,0,2539,20
Puglia,Lecce,Calimera,75010,27/05/1956,3604,3357,,,3155,20,1228,5,0,0,0,0,1927,5
Puglia,Lecce,Cannole,75012,27/05/1956,937,881,,,833,15,0,0,0,0,0,0,833,15
Puglia,Lecce,Caprarica Di Lecce,75013,27/05/1956,1607,1494,,,1416,15,859,12,0,0,0,0,557,3
Puglia,Bari,Capurso,72014,27/05/1956,3432,3051,,,2932,20,0,0,0,0,0,0,2932,20
Puglia,Lecce,Carmiano,75014,27/05/1956,5324,4986,,,4780,20,2034,16,0,0,0,0,2746,4
Puglia,Taranto,Carosino,73002,27/05/1956,2634,2502,,,2442,20,1068,4,0,0,0,0,1374,16
Puglia,Lecce,Carpignano Salentino,75015,27/05/1956,1888,1787,,,1726,20,721,16,0,0,0,0,1005,4
Puglia,Bari,Cassano Delle Murge,72016,27/05/1956,4488,4273,,,4173,20,0,0,0,0,0,0,4173,20
Puglia,Lecce,Castri Di Lecce,75017,27/05/1956,1450,1392,,,1339,15,0,0,0,0,0,0,1339,15
Puglia,Lecce,Castrignano De' Greci,75018,27/05/1956,1870,1490,,,1096,20,969,16,0,0,0,0,127,4
Puglia,Lecce,Castrignano Del Capo,75019,27/05/1956,3466,2930,,,2529,20,1791,15,0,0,0,0,738,5
Puglia,Lecce,Cavallino,75020,27/05/1956,2426,2309,,,2152,20,761,16,0,0,0,0,1391,4
Puglia,Bari,Cellamare,72018,27/05/1956,792,738,,,735,15,472,12,0,0,0,0,263,3
Puglia,Foggia,Chieuti,71021,27/05/1956,1488,1353,,,1302,15,0,0,0,0,0,0,1302,15
Puglia,Lecce,Collepasso,75021,27/05/1956,3418,3045,,,2950,20,1583,16,0,0,0,0,1367,4
Puglia,Lecce,Corigliano D'Otranto,75023,27/05/1956,3161,2922,,,2855,20,1306,4,0,0,0,0,1549,16
Puglia,Taranto,Crispiano,73004,27/05/1956,5069,4791,,,4428,20,0,0,0,0,0,0,4428,20
Puglia,Lecce,Cutrofiano,75026,27/05/1956,5248,4678,,,4453,20,0,0,0,0,0,0,4453,20
Puglia,Foggia,Deliceto,71022,27/05/1956,3906,3600,,,3472,20,1651,16,0,0,0,0,1821,4
Puglia,Brindisi,Erchie,74006,27/05/1956,3106,2994,,,2916,20,923,0,0,0,0,0,1993,20
Puglia,Taranto,Fragagnano,73006,27/05/1956,2900,2727,,,2620,20,1108,16,0,0,0,0,1512,4
Puglia,Lecce,Gagliano Del Capo,75028,27/05/1956,2360,1946,,,1393,20,1101,16,0,0,0,0,292,4
Puglia,Lecce,Giuggianello,75032,27/05/1956,779,664,,,638,15,401,12,0,0,0,0,237,3
Puglia,Lecce,Giurdignano,75033,27/05/1956,761,732,,,719,15,0,0,0,0,0,0,719,15
Puglia,Lecce,Guagnano,75034,27/05/1956,3828,3649,,,3508,20,1916,16,0,0,0,0,1592,4
Puglia,Foggia,Ischitella,71025,27/05/1956,3352,3108,,,3058,20,1605,16,0,0,0,0,1453,4
Puglia,Foggia,Isole Tremiti,71026,27/05/1956,213,175,,,152,15,65,3,0,0,0,0,87,12
Puglia,Taranto,Leporano,73010,27/05/1956,1031,968,,,932,15,0,0,0,0,0,0,932,15
Puglia,Lecce,Lequile,75036,27/05/1956,3179,2989,,,2863,20,0,0,0,0,0,0,2863,20
Puglia,Lecce,Leverano,75037,27/05/1956,5427,5123,,,4827,20,0,0,0,0,0,0,4827,20
Puglia,Lecce,Lizzanello,75038,27/05/1956,3693,3541,,,3423,20,1373,4,0,0,0,0,2050,16
Puglia,Lecce,Martano,75040,27/05/1956,4566,4110,,,3953,20,0,0,0,0,0,0,3953,20
Puglia,Lecce,Martignano,75041,27/05/1956,1067,1046,,,983,15,0,0,0,0,0,0,983,15
Puglia,Lecce,Matino,75042,27/05/1956,5625,4898,,,4590,20,2397,16,0,0,0,0,2193,4
Puglia,Foggia,Mattinata,71031,27/05/1956,2731,2560,,,2437,20,1211,16,0,0,0,0,1226,4
Puglia,Lecce,Melendugno,75043,27/05/1956,3582,3358,,,3200,20,1485,13,0,0,0,0,1715,7
Puglia,Lecce,Melissano,75044,27/05/1956,3028,2689,,,2593,20,1373,16,0,0,0,0,1220,4
Puglia,Lecce,Melpignano,75045,27/05/1956,1229,1091,,,1052,15,1038,15,0,0,0,0,14,0
Puglia,Lecce,Miggiano,75046,27/05/1956,1576,1512,,,1469,15,846,12,0,0,0,0,623,3
Puglia,Lecce,Minervino Di Lecce,75047,27/05/1956,2661,2324,,,2254,20,1328,13,0,0,0,0,926,7
Puglia,Taranto,Monteiasi,73016,27/05/1956,1985,1913,,,1840,20,876,4,0,0,0,0,964,16
Puglia,Foggia,Monteleone Di Puglia,71032,27/05/1956,2974,2206,,,2151,20,1147,16,0,0,0,0,1004,4
Puglia,Taranto,Montemesola,73017,30/11/1952,2018,1819,,,1743,20,933,16,0,0,0,0,1010,4
Puglia,Lecce,Monteroni Di Lecce,75048,27/05/1956,5623,5268,,,4894,20,2062,16,0,0,0,0,2832,4
Puglia,Lecce,Montesano Salentino,75049,27/05/1956,1070,1046,,,924,15,855,12,0,0,0,0,69,3
Puglia,Lecce,Morciano Di Leuca,75050,26/10/1952,1964,1722,,,1682,20,925,16,0,0,0,0,757,4
Puglia,Foggia,Motta Montecorvino,71034,27/05/1956,1517,1438,,,1225,15,0,0,0,0,0,0,1225,15
Puglia,Lecce,Muro Leccese,75051,27/05/1956,2953,2621,,,2518,20,561,0,0,0,0,0,1957,20
Puglia,Lecce,Neviano,75053,27/05/1956,3296,2898,,,2806,20,1607,16,0,0,0,0,1199,4
Puglia,Lecce,Novoli,75055,27/05/1956,5966,5399,,,5024,20,2262,16,0,0,0,0,2762,4
Puglia,Foggia,Orsara Di Puglia,71035,23/05/1954,4281,3983,,,3904,20,0,0,0,0,0,0,3904,20
Puglia,Lecce,Ortelle,75056,27/05/1956,1541,1249,,,1006,15,0,0,0,0,0,0,1006,15
Puglia,Lecce,Otranto,75057,27/05/1956,1997,1814,,,1724,20,0,0,0,0,0,0,1724,20
Puglia,Taranto,Palagianello,73020,27/05/1956,2758,2586,,,2558,20,1134,4,0,0,0,0,1424,16
Puglia,Taranto,Palagiano,73021,27/05/1956,4053,3883,,,3776,20,1796,16,0,0,0,0,1980,4
Puglia,Lecce,Palmariggi,75058,27/05/1956,801,729,,,703,15,0,0,0,0,0,0,703,15
Puglia,Lecce,Parabita,75059,27/05/1956,5040,4505,,,4175,20,2016,16,0,0,0,0,2159,4
Puglia,Foggia,Peschici,71038,27/05/1956,2297,2118,,,2057,20,0,0,0,0,0,0,2057,20
Puglia,Foggia,Pietramontecorvino,71039,27/05/1956,2752,2508,,,2360,20,0,0,0,0,0,0,2360,20
Puglia,Lecce,Poggiardo,75061,27/05/1956,3191,2749,,,2614,20,1260,16,0,0,0,0,1354,4
Puglia,Foggia,Poggio Imperiale,71040,27/05/1956,2163,2027,,,1972,20,693,4,0,0,0,0,1279,16
Puglia,Taranto,Pulsano,73022,27/05/1956,3489,3257,,,3157,20,845,0,0,0,0,0,2312,20
Puglia,Foggia,Rignano Garganico,71041,27/05/1956,1850,1757,,,1715,20,511,4,0,0,0,0,1504,16
Puglia,Taranto,Roccaforzata,73023,27/05/1956,797,762,,,730,15,299,11,0,0,0,0,431,4
Puglia,Foggia,Rocchetta Sant'Antonio,71042,27/05/1956,3110,2850,,,2771,20,1259,4,0,0,0,0,1512,16
Puglia,Foggia,Rodi Garganico,71043,27/05/1956,3289,2979,,,2900,20,0,0,0,0,0,0,2900,20
Puglia,Foggia,Roseto Valfortore,71044,27/05/1956,2866,2345,,,2211,20,1139,16,0,0,0,0,1072,4
Puglia,Lecce,Ruffano,75064,27/05/1956,4606,3847,,,3542,20,2045,16,0,0,0,0,1497,4
Puglia,Lecce,Salice Salentino,75065,27/05/1956,4068,3777,,,3618,20,1568,16,0,0,0,0,2050,4
Puglia,Lecce,Salve,75066,27/05/1956,2678,2136,,,2014,20,643,4,0,0,0,0,1371,16
Puglia,Bari,Sammichele Di Bari,72039,23/05/1954,4322,4049,,,3956,20,0,0,0,0,0,0,3956,20
Puglia,Lecce,San Cesario Di Lecce,75068,27/05/1956,4268,3948,,,3619,20,0,0,0,0,0,0,3619,20
Puglia,Brindisi,San Donaci,74013,27/05/1956,3357,3227,,,3173,20,1582,4,0,0,0,0,1591,16
Puglia,Lecce,San Donato Di Lecce,75069,27/05/1956,2696,2565,,,2478,20,721,4,0,0,0,0,1757,16
Puglia,Taranto,San Giorgio Ionico,73024,27/05/1956,4146,3872,,,3722,20,0,0,0,0,0,0,3722,20
Puglia,Foggia,San Marco La Catola,71048,27/05/1956,2236,1789,,,1728,20,992,16,0,0,0,0,736,4
Puglia,Brindisi,San Michele Salentino,74014,27/05/1956,3148,2956,,,2873,20,951,4,0,0,0,0,1922,16
Puglia,Brindisi,San Pancrazio Salentino,74015,27/05/1956,4345,4160,,,3969,20,1737,16,0,0,0,0,2232,4
Puglia,Foggia,San Paolo Di Civitate,71050,27/05/1956,3984,3714,,,3616,20,0,0,0,0,0,0,3616,20
Puglia,Lecce,San Pietro In Lama,75071,27/05/1956,2549,2384,,,2286,20,972,16,0,0,0,0,1314,4
Puglia,Lecce,Sanarica,75067,27/05/1956,863,746,,,650,15,430,12,0,0,0,0,220,3
Puglia,Bari,Sannicandro Di Bari,72040,27/05/1956,4702,4430,,,4361,20,2484,16,0,0,0,0,1877,4
Puglia,Lecce,Sannicola,75070,27/05/1956,4012,3650,,,3488,20,0,0,0,0,0,0,3488,20
Puglia,Foggia,Sant'Agata Di Puglia,71052,27/05/1956,4095,3825,,,3711,20,1442,4,0,0,0,0,2269,16
Puglia,Lecce,Santa Cesarea Terme,75072,27/05/1956,1688,1415,,,1235,15,414,3,0,0,0,0,821,12
Puglia,Lecce,Scorrano,75073,27/05/1956,2612,2364,,,2280,20,0,0,0,0,0,0,2280,20
Puglia,Foggia,Serracapriola,71053,23/05/1954,5255,4823,,,4744,20,2346,16,0,0,0,0,2398,4
Puglia,Lecce,Sogliano Cavour,75075,27/05/1956,2127,1970,,,1904,20,0,0,0,0,0,0,1904,20
Puglia,Lecce,Specchia,75077,27/05/1956,2535,2309,,,2227,20,1300,16,0,0,0,0,927,4
Puglia,Lecce,Spongano,75078,27/05/1956,1911,1690,,,1597,20,863,16,0,0,0,0,734,4
Puglia,Foggia,Stornara,71054,27/05/1956,1855,172,,,1706,20,770,4,0,0,0,0,936,16
Puglia,Foggia,Stornarella,71055,27/05/1956,1916,1831,,,1786,20,773,16,0,0,0,0,1013,4
Puglia,Lecce,Supersano,75081,27/05/1956,2218,2019,,,1877,20,514,4,0,0,0,0,1363,16
Puglia,Lecce,Surbo,75083,27/05/1956,3703,3486,,,3149,20,1450,16,0,0,0,0,1699,4
Puglia,Lecce,Taurisano,75084,27/05/1956,3853,3489,,,3370,20,1477,4,0,0,0,0,1893,16
Puglia,Lecce,Taviano,75085,27/05/1956,4772,4176,,,4023,20,1362,4,0,0,0,0,2661,16
Puglia,Lecce,Tiggiano,75086,27/05/1956,1017,783,,,680,15,680,15,0,0,0,0,0,0
Puglia,Brindisi,Torchiarolo,74018,27/05/1956,2054,1992,,,1946,20,851,16,0,0,0,0,1095,4
Puglia,Bari,Toritto,72044,27/05/1956,4616,4296,,,4233,20,2068,16,0,0,0,0,2165,4
Puglia,Brindisi,Torre Santa Susanna,74019,27/05/1956,4432,4175,,,3924,20,0,0,0,0,0,0,3924,20
Puglia,Taranto,Torricella,73028,27/05/1956,1782,1723,,,1688,20,582,4,0,0,0,0,1106,16
Puglia,Lecce,Tuglie,75089,27/05/1956,3752,3216,,,3112,20,1003,4,0,0,0,0,2109,16
Puglia,Lecce,Uggiano La Chiesa,75091,27/05/1956,2398,2171,,,1906,20,1025,16,0,0,0,0,881,4
Puglia,Bari,Valenzano,72048,27/05/1956,4366,3629,,,3591,20,1609,4,0,0,0,0,1982,16
Puglia,Foggia,Vico Del Gargano,71059,27/05/1956,5515,4974,,,4688,20,1582,4,0,0,0,0,3106,16
Puglia,Brindisi,Villa Castelli,74020,27/05/1956,3056,2923,,,2831,20,0,0,0,0,0,0,2831,20
Puglia,Foggia,Volturara Appula,71061,27/05/1956,1315,1138,,,1049,15,617,12,0,0,0,0,432,3
